Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No
UPPER STEWIACKE RCS,45.233,-63.055,NS,-11.2,0,NA,5.8,0,-29.8,0,,,NA,117.7,1,NA,43,12,,,NA,816.5,0,8204193
PARRSBORO,45.413,-64.347,NS,-11.9,0,NA,2.6,0,-26.8,0,,,NA,99,1,NA,,10,,,NA,835.9,0,8204402
POCKWOCK LAKE,44.767,-63.833,NS,-9.9,8,-4.8,4.5,8,-25,8,102.7,8,NA,133.1,8,NA,52,9,,,NA,558.2,0,8204453
PORT HAWKESBURY,45.657,-61.368,NS,-9.8,3,NA,6.4,3,-24.3,3,,,NA,47.8,3,NA,,6,,,NA,696.1,0,8204495
SABLE ISLAND,43.932,-60.009,NS,-1.2,1,NA,10.9,1,-12.7,1,,,NA,159.5,2,NA,,19,,,NA,518.8,0,8204700
SABLE ISLAND A,43.946,-59.96,NS,-1.2,15,NA,8.8,15,-11.8,14,,,NA,49.8,14,NA,,6,,,NA,249.4,0,8204703
ST MARGARET'S BAY,44.7,-63.9,NS,-7.5,0,-2.4,5,0,-21,0,75.5,0,253,120.5,0,113,0,10,,,NA,713.8,0,8204800
ST PAUL ISLAND (AUT),47.233,-60.144,NS,-7.6,0,NA,4.7,0,-20.8,0,,,NA,,,NA,,,,,NA,716.4,0,8204909
SHEARWATER RCS,44.63,-63.513,NS,-7.8,0,NA,5.8,0,-20.2,0,,,NA,161.4,0,NA,20,11,,,NA,721.4,0,8205092
SYDNEY A,46.161,-60.048,NS,-8.3,0,NA,8.5,0,-21.5,0,105,0,NA,173.2,0,NA,37,16,,,NA,736.1,0,8205701
SYDNEY CS,46.163,-60.042,NS,-8.1,0,NA,8.4,0,-21,0,,,NA,122.9,1,NA,,10,,,NA,730,0,8205702
TATAMAGOUCHE,45.683,-63.233,NS,-12.4,0,NA,5.5,0,-28.5,0,145.2,0,NA,155.4,0,NA,0,12,,,NA,851.4,0,8205774
TRACADIE,45.608,-61.68,NS,-9.3,1,NA,9.7,0,-22.7,1,,,NA,151.6,1,NA,19,10,,,NA,736,0,8205895
WATERVILLE CAMBRIDGE,45.05,-64.65,NS,-9.4,0,-4.5,5,0,-23,0,140,0,321,156,0,180,90,13,,,NA,767.1,0,8206222
WESTERN HEAD,43.99,-64.664,NS,-7.5,0,NA,4,0,-19.6,0,,,NA,154.9,1,NA,,11,,,NA,714.8,0,8206240
YARMOUTH RCS,43.831,-66.088,NS,-7.3,0,NA,4.7,0,-16.9,0,,,NA,116,2,NA,6,16,,,NA,707.3,0,8206491
YARMOUTH A,43.827,-66.088,NS,-7.4,0,NA,4.8,0,-17,0,135.1,0,NA,149.9,1,NA,28,18,,,NA,712.2,0,8206495
ALBERTON SNOW,46.815,-64.061,PE,,,NA,,,,,39,14,NA,39,14,NA,,5,,,NA,,,8300085
ALLISTON,46.067,-62.6,PE,-10.7,0,NA,3.5,0,-22,0,193.1,0,NA,208,0,NA,0,12,,,NA,803.2,0,8300100
CHARLOTTETOWN A,46.289,-63.119,PE,-12.6,0,NA,2.8,0,-25.3,0,222.8,0,NA,159.2,1,NA,120,12,,,NA,858,0,8300301
EAST POINT (AUT),46.46,-61.988,PE,-10.5,0,NA,3.8,0,-22.3,0,,,NA,71.4,0,NA,98,8,,,NA,797.4,0,8300418
ELMWOOD,46.25,-63.333,PE,-11.4,0,NA,2.5,0,-23,0,208.6,0,NA,169.2,0,NA,135,11,,,NA,822.3,0,8300425
ELMWOOD SNOW,46.25,-63.333,PE,,,NA,,,,,208.4,0,NA,166.4,0,NA,135,10,,,NA,,,8300426
KINGSBORO SNOW,46.407,-62.082,PE,,,NA,,,,,98.7,0,NA,98.7,0,NA,97,12,,,NA,,,8300452
MORELL SNOW,46.433,-62.717,PE,,,NA,,,,,189.6,0,NA,189.6,0,NA,135,12,,,NA,,,8300455
NEW GLASGOW,46.409,-63.35,PE,-13.8,5,-6.6,-1.5,5,-28.5,5,141,5,NA,141,5,NA,180,9,,,NA,731.6,0,8300497
NORTH CAPE,47.058,-63.999,PE,-12.8,0,NA,0,0,-22.5,0,,,NA,58,4,NA,,8,,,NA,861.1,0,8300516
ST. PETERS,46.45,-62.576,PE,-11.7,0,NA,3.1,0,-23.1,0,,,NA,114.6,8,NA,69,9,,,NA,831.6,0,8300562
SUMMERSIDE,46.441,-63.838,PE,-13.6,0,NA,1.4,0,-28,0,,,NA,57.8,0,NA,79,8,,,NA,885.1,0,8300596
SUMMERSIDE SNOW 2,46.387,-63.599,PE,,,NA,,,,,162.4,11,NA,111,11,NA,,8,,,NA,,,8300605
HARRINGTON CDA CS,46.344,-63.17,PE,-12.8,0,NA,2.4,0,-23.7,0,,,NA,98.7,12,NA,,9,,,NA,862.8,0,830P001
ARGENTIA (AUT),47.294,-53.993,NL,-3.2,0,NA,8.5,0,-12.2,0,,,NA,111,0,NA,0,21,,,NA,592.5,0,8400104
BADGER (AUT),48.967,-56.067,NL,-11,0,NA,8,0,-29.4,0,,,NA,119.5,7,NA,29,12,,,NA,810.6,0,8400301
BAY D'ESPOIR GEN STN,47.983,-55.8,NL,-4.8,23,1.8,7,23,-12,23,14,23,NA,32,23,NA,,2,,,NA,113.8,0,8400413
BONAVISTA,48.667,-53.114,NL,-5.1,0,NA,5.6,0,-13.7,0,,,NA,106.2,0,NA,,18,,,NA,647.8,0,8400601
BRANCH,46.883,-53.968,NL,-3.4,0,NA,8,0,-16,0,66.2,0,NA,130.6,0,NA,0,16,,,NA,598,0,8400666
BROWNSDALE,48.034,-53.119,NL,-3.6,0,NA,8,0,-12.5,0,111,0,NA,175.8,0,NA,3,16,,,NA,604.8,0,8400675
BURGEO NL,47.617,-57.617,NL,-6.7,0,NA,6.7,0,-18.5,0,,,NA,238.9,0,NA,50,14,,,NA,690.8,0,8400801
BURNT POND,48.167,-57.333,NL,-7,25,3.5,5,25,-16,25,33,25,NA,42,25,NA,,2,,,NA,75,0,8400812
CAPE RACE (AUT),46.66,-53.076,NL,-3.3,0,NA,7.9,0,-15.7,0,,,NA,54.8,1,NA,,10,,,NA,596.8,0,8401000
CORMACK,49.317,-57.4,NL,-11.6,0,-2.4,4.5,0,-31.5,0,100.2,0,161,102,0,128,101,17,,,NA,828.1,0,8401286
CORMACK RCS,49.322,-57.393,NL,-11.7,0,NA,4.3,0,-29.7,0,,,NA,131.3,0,NA,78,17,,,NA,832.6,0,8401295
CORNER BROOK,48.933,-57.917,NL,-10.2,0,NA,8,0,-24.2,0,,,NA,143.4,0,NA,,18,,,NA,788.2,0,8401298
CORNER BROOK,48.95,-57.95,NL,-8.9,0,-2.1,8.5,0,-26,0,224.4,0,289,212.9,0,202,145,21,,,NA,753.2,0,8401300
COW HEAD,49.912,-57.789,NL,-8.6,1,-0.7,8,1,-29,1,245,1,NA,248,1,NA,140,18,,,NA,718.8,0,8401335
DANIELS HARBOUR,50.236,-57.581,NL,-10.3,0,NA,6.5,0,-28.1,0,,,NA,90,0,NA,,11,,,NA,791.7,0,8401400
DEER LAKE,49.167,-57.433,NL,-9.9,15,-1.9,11.5,15,-30,15,14.4,19,NA,14.4,19,NA,,2,,,NA,362.9,0,8401500
DEER LAKE A,49.209,-57.394,NL,-12.1,0,NA,6.6,0,-34.7,0,170.8,1,NA,188.8,0,NA,164,22,,,NA,841.6,0,8401502
ENGLEE (AUT),50.721,-56.113,NL,-11.3,0,NA,3.3,0,-24.8,0,,,NA,177.5,1,NA,,13,,,NA,821,0,8401538
FEROLLE POINT (AUT),51.017,-57.1,NL,-12.1,0,NA,1.3,0,-24.3,0,,,NA,42,0,NA,52,12,,,NA,843.4,0,8401565
GANDER INTL A,48.937,-54.568,NL,-8.2,0,NA,7.5,0,-19.6,0,81.6,0,NA,120.2,0,NA,59,16,,,NA,734.1,0,8401703
GANDER AIRPORT CS,48.946,-54.567,NL,-8.3,0,NA,7.4,0,-19.7,0,,,NA,74.3,0,NA,0,12,,,NA,737.2,0,8401705
HARBOUR BRETON,47.467,-55.833,NL,-5.4,2,-1.1,7,2,-17,2,59,2,NA,131,2,NA,0,13,,,NA,608.3,0,8402071
LA SCIE,49.917,-55.667,NL,-10.3,0,NA,5.1,0,-22.9,0,,,NA,402.1,0,NA,,28,,,NA,791.9,0,8402520
LETHBRIDGE,48.35,-53.902,NL,-5.2,0,1,9,0,-23,0,73,0,156,151,0,157,18,15,,,NA,649.8,0,8402544
MIDDLE ARM,49.683,-56.083,NL,-11.2,3,NA,2,3,-26.5,3,91.6,3,NA,101.8,3,NA,222,6,,,NA,730,0,8402644
MILLERTOWN RCS,48.817,-56.544,NL,-10.7,0,NA,7.6,0,-27.4,0,,,NA,249.3,1,NA,61,16,,,NA,804.3,0,8402757
PLUM POINT,51.067,-56.883,NL,-12.5,0,-2,3.5,0,-29,0,129.2,0,164,129.2,0,141,82,17,,,NA,854.9,0,8402958
POINT LEAMINGTON,49.333,-55.4,NL,-8.2,0,-0.6,8.5,0,-22,0,56,0,85,80,0,99,0,15,,,NA,732.3,0,8402966
PORT AUX BASQUES,47.574,-59.155,NL,-7.4,0,-1,5.9,0,-17.7,0,,,NA,100.5,1,NA,,14,,,NA,711.7,0,8402975
ROCKY HARBOUR CS,49.57,-57.878,NL,,,NA,,,,,,,NA,90.5,2,NA,70,6,,,NA,,,8403097
SAGONA ISLAND,47.368,-55.795,NL,-5.3,2,NA,7.5,1,-14.9,1,,,NA,,,NA,,,,,NA,604.8,0,8403255
ST. ANTHONY,51.392,-56.069,NL,-12.5,17,NA,2.6,17,-24.4,16,,,NA,6.7,17,NA,,3,,,NA,335.2,0,8403389
ST ANTHONY,51.383,-56.1,NL,-15.1,19,NA,2.8,19,-28.5,19,,,NA,84.9,0,NA,16,11,,,NA,298.1,0,8403399
ST. JOHN'S INTL A,47.619,-52.753,NL,-4.7,0,NA,7.7,0,-13.4,0,70.1,0,NA,114.3,2,NA,15,15,,,NA,635,0,8403505
ST JOHNS WEST CLIMATE,47.513,-52.783,NL,-4.5,0,NA,7.4,0,-14.5,0,,,NA,113.2,0,NA,15,17,,,NA,629.9,0,8403603
ST LAWRENCE,46.917,-55.383,NL,-4.6,0,NA,7.6,0,-16.6,0,,,NA,87.1,1,NA,,15,,,NA,632.5,0,8403619
SOPS ARM WHITE BAY,49.767,-56.883,NL,-9.5,0,-1.4,4.5,0,-28,0,70,0,114,70,0,96,0,6,,,NA,770,0,8403690
STEPHENVILLE A,48.541,-58.55,NL,-8.6,0,NA,7.6,0,-25.2,0,211,1,NA,171,2,NA,209,21,,,NA,745.4,0,8403801
STEPHENVILLE RCS,48.561,-58.566,NL,-9,0,NA,8.1,0,-25.3,0,,,NA,115.7,0,NA,,19,,,NA,756.1,0,8403820
TERRA NOVA NAT PARK CS,48.557,-53.974,NL,-7.3,0,NA,7.7,0,-20.5,0,,,NA,111.5,1,NA,37,16,,,NA,708.9,0,8403851
TWILLINGATE (AUT),49.683,-54.8,NL,-8,0,NA,7.5,0,-17.9,0,,,NA,139.3,1,NA,41,16,,,NA,729.1,0,8404025
WINTERLAND,47.136,-55.328,NL,-5,12,NA,5,12,-15,12,,,NA,50.5,12,NA,,9,,,NA,368.4,0,8404241
WRECKHOUSE,47.712,-59.308,NL,-7.2,0,NA,8.7,0,-20,0,,,NA,144.6,0,NA,0,13,,,NA,706.3,0,8404343
GRATES COVE,48.172,-52.939,NL,-4,0,NA,7.5,0,-11.6,0,,,NA,,,NA,,,,,NA,616.7,0,840B053
POOLS ISLAND,49.112,-53.581,NL,-7.2,0,NA,5.1,0,-18.4,0,,,NA,,,NA,,,,,NA,706.9,0,840BR7C
MARTICOT ISLAND,47.328,-54.585,NL,-4.3,0,NA,6.1,0,-15.2,0,,,NA,,,NA,,,,,NA,624.9,0,840KN90
CAPE KAKKIVIAK,59.985,-64.165,NL,-27.7,2,NA,-15.8,1,-35.5,1,,,NA,,,NA,,,,,NA,1187.1,0,8500920
CAPE KIGLAPAIT,57.136,-61.476,NL,-24.9,2,NA,-12.1,1,-35.2,1,,,NA,,,NA,,,,,NA,1116.3,0,8500926
CARTWRIGHT,53.708,-57.035,NL,-19.2,2,-5.8,2,2,-29.9,1,123.4,2,NA,122.6,2,NA,253,13,,,NA,968,0,8501100
CHURCHILL FALLS A,53.562,-64.106,NL,-26.6,0,NA,-11.3,0,-42.2,0,,,NA,14.3,0,NA,,3,,,NA,1249.5,0,8501131
GOOSE A,53.317,-60.417,NL,-22,0,-6.3,-4.2,0,-36.3,0,91.2,0,144,90.2,0,159,158,11,,,NA,1119.3,0,8501900
HOPEDALE (AUT),55.45,-60.217,NL,-21.9,0,NA,-2.8,0,-33.3,0,,,NA,286.9,11,NA,,17,,,NA,1116.2,0,8502400
MARY'S HARBOUR A,52.303,-55.848,NL,-16.8,4,NA,2.5,4,-31,4,,,NA,9,4,NA,,2,,,NA,835,0,8502592
NAIN,56.55,-61.683,NL,-22.7,0,NA,-6.5,0,-33.4,0,,,NA,35.6,0,NA,36,6,,,NA,1140.5,0,8502799
NAIN A,56.55,-61.683,NL,-22.6,0,-5.2,-6.8,0,-33.5,0,55.2,1,NA,46.6,0,66,74,5,,,NA,1136.5,0,8502800
NAIN A,56.551,-61.682,NL,-19.2,24,NA,-7.5,17,,,,,NA,25.2,17,NA,,4,,,NA,148.7,0,8502801
SAGLEK,58.333,-62.586,NL,-24.4,2,NA,-13.5,1,-32.3,1,,,NA,,,NA,,,,,NA,1101.2,0,8503249
TUKIALIK BAY,54.716,-58.358,NL,-22.8,2,NA,-5.8,1,-32.5,1,,,NA,,,NA,,,,,NA,1060,0,8503992
WABUSH A,52.923,-66.865,NL,-27.7,0,NA,-13.6,0,-46.8,0,,,NA,5.1,0,NA,,2,,,NA,1279.9,0,8504177
